,Whisky,Review
6599,Port Ellen 1978  Rare Malts Selection,Youtube Review: https://youtu.be/ljoosdbaVGU
6600,Port Ellen 1978  Rare Malts Selection,"when, after a long(ish) wait the nose finally opens up, it is like stuffing my face in a warm apfel strudel served on the side of a road where tar has been poured fresh.. lemons, wax and more fresh applessweet up front.. then peat.. a little salt.. fruity.. and absolutely no sight of alcohol.. although i feel it going straight to the pleasure centers in my brainpepper and ginger in the finish with a sprinkle of chardamomi will remember this dram for the incredible combination of delicate complexity and raw power"
6601,Port Ellen 1978  Rare Malts Selection,"A great malt for sure, but not an extinct style, IMO. Really intense Port Ellen in its prime. Another take no prisoners Rare Malt. Really great in some ways, pretty rough on the finish.Lemon oils, brine, capers, oysters, sea shells, very clean nose on honey, brine and citrus. Lovely.Thick honey, pretty rough at full strength, a real brute. Waxy, hot cayenne, seashells, lemon and capers, peat builds - menthol, brisket, charcoal, billowing smokeBurnt plastic, iodine, heavy black smoke, bandaids, tiger balm. Really condensed and intense finish. A little too rough here."
6602,Port Ellen 1978  Rare Malts Selection,"A great PE again, RMS just has it ...As all RM so far, you have to give it a lot of time, kokelndes autumn leaves, behind every few seconds flashing beautiful red apple and brown sugar, also some banana, peach with shell and seeds, but do not be fooled, it is not fruity, but generally rather dry Smoked with a touch of sweetness, honey with peat, resin, forest honey and old, dusty curtains, fish and lamp oil with time and toffee, some green apple and a lot more citrus after a whileVery strong and warming, sweet, baked banana, ripe peach, baked apple, dark malt, autumn leaves, smoldering ashes, grapefruit, oregano, rosemary, rye bread and old pages, later a little sweet lemon and bitter plum with some salt, ginger cookiesLong, full-bodied, dry and the rye and herbs take over a lot with the smoke, it smolders in the throat for a long time"
6603,Port Ellen 1978  Rare Malts Selection,"Most of the times it is a different song when RMS is playing some Port Ellen swings. This is a great example. You have to take some time to get this malt going and a few drops of water.Gentle fruits, vanilla, apples, some machine oil, sweet ginger, salt, some shells.Salt, citrus fruits, grapefruit, vanilla, some sweet pepper, some peat, ginger, some old bread with peaches on it.Long. Slightly smoky with spicy citrus, now there is even some honey."
6604,Port Ellen 1978  Rare Malts Selection,
6605,Port Ellen 1978  Rare Malts Selection,"Nose: The beginning is powerful, dry smoke, burning paper. Then the fruitiness of citrus is enhanced, followed by seafood and floral fragrance. The aroma began to become more moist. Ink, walnut oil, snake fruit, coconut wax, metal, almond cookies. The bottom of the cup has a salty smell, which can be found by just stuffing your nose in, and this smell is trying to use alchemy to sublimate all other flavors. Finally, this is a very complex bottle of whisky. For it, only the constant change is the same, and the balance is also perfect. Drink: The taste is oily and smooth, and the mouth is occupied by wonderful smoke, citrus, lemon, carbon, orange peel, dark chocolate, licorice, and many carbons, which secrete a lot of saliva. Overall: I keep wanting to add flavor descriptions to the fragrance column, but I find that I have written too much. But there are still fresh pineapple and dirty dog paws, don’t you write it?"
6606,Port Ellen 1978  Rare Malts Selection,
6607,Port Ellen 1979  Prima & Ultima,"Nose: Quite a nice one, starting on lovely wood then off to oil and leather, Not very surprising but it’s also coastal and a bit fruity as well, big on the wax, Parafine, old engine room notes, but fruity as well with banana peel, grapefruit. with time notes of olives, develop along with sweet smoke, seaweed, & brine. Like!Palate: Quite fierce and still packs a nice punch at 40 – with pepper upfront, then some more brine, tar, seaweed, toasted oak, soot, spent cigar and tea leaves, wax, cocoa powder, oak, more tarry ropes, FIMO (not FOMO).Finish : Distant smoke, spent cigar, tar ,kerosene and more wax.Conclusion: Yessir. This one’s an epic Port Ellen, and indeed in level with the Lagavulin from the P&U range, but so very different. Which one would I prefer? A tough question. Head to head, I’d go with the Lagavulin, but only by a very small margin. I am sure many others would disagree ????"
6608,Port Ellen 1979  9 Rogue Casks,"**We have a Winner!**In May last year, it tasted my best – but unfortunately also most expensive – Port Ellen ever. It was the 39 years old The Spirit Safe, bottled in 2018. This second edition in the Untold Stories – 9 Rogue Casks – is even more limited. There are only 1380 bottles in the world. It was presented during the (virtual) Feis Ile 2020 and is a vatting of 9 casks which were found to ‘hold unusual flavour characteristics that stood out from the typical Port Ellen distillery character’ and was deemed unsuitable fort he needs of the blenders at the time. For the anoraks among us, the vatting consists of these 9 ‘rogue casks’: 4 American hogsheads (#1469, #1680, #1747 en # 5176) and 5 European sherry butts (#4890, #4913, #4914, #6806 en #6816), all laid down in 1979. To put that somewhat in perspective for myself: I was 9 years at the time and had yet to see my all time favourite film – The Empire Strikes Back (1981). Just saying. Like her predecessor ‘The Spirit Safe’, she was bottled at cask strength, as luck would have it (?) at the exact same: 50.9%. The price is not the same though. This one has an RRP of 6.500 pounds or some 7.000 EUR. Oh, yes, I say ‘she’ and ‘her’, for this Port Ellen is an elegant lady in my book. A veritable diva. Rightfully so.Surprising delicate nose on bergamot, linseed oil, almonds and walnuts, lime zest, a cold firepit (the day after). Not neccesarily in that order. Each time I put my nose in the glass – for the occasion I had a 1920s Blender’s Glass on loan, and know now I have to get me a few – she offered something different, but always very pleasant. The peat smoke is there, but like a whisper. There is also a lovely, floral note. Orange blossoms. And even some peach, giving her some lovely sweetness. Very impressive.O.M.G. Wonderful! We have a winner! The first, careful sip immediately confirms that this Port Ellen is indeed somewhat atypical, but what a taste! This lady is not only very elegant, she is sexy to boot! Delicious notes of pink grapefruit with some pepper, soft oak, lemongrass, capers, cardamom, pipe tobacco and the peel of a lime. The peat is more outspoken than on the nose, creating a lovely smokiness, while still remaining delicate. Some eucalyptus offers a fresh lift. But everything is so delineated, tight, chiselled. In the lovely long finish I get hints of tea, lime juice, eucalyptus… incredibly good.I sat there sniffing the emply glass for another hour musing that I’d probably buy a bottle to actually drink if I could afford it. When I had my first sip, I actually cried out ‘We have a winner!’, hence the title of this little piece. She is simply a fantastic and absolutely intriguing malt, that effortlessly stumbled into my personal top 10. And to think there are plans for a third release in the Untold Stories to celebrate the reopening of the ditillery. Reckon I have enough time to get a second mortgage?"
6609,Port Ellen 1979  9 Rogue Casks,
6610,Port Ellen 1979  9 Rogue Casks,"UnforgettableFresh, red fruits & smokeSweet & peatAshes, sweet, long, very, very long finish"
6611,Port Ellen 1979  9 Rogue Casks,Fantastic whisky! Its only drawback is the price!
6612,Port Ellen 1979  9 Rogue Casks,91 points from Sergehttp://www.whiskyfun.com/2020/Port-Ellen-old-10-and-new-40.html
6613,Port Ellen 1979  Casks of Distinction,I had an opportunity to taste it with my friend in London - and it is one of the best whiskies I have ever tasted. I bought one bottle to my collection :)
6614,Port Ellen 1979  Casks of Distinction,"Privileged to have tasted the oldest Port Ellen so far made and what a treat it was. Bottle Signed by George Crawford currently in charge of PE to revive the distillery.Nose: Surprisingly restrained unlike the usual PEs where you instantly detect the peat and smoke. Takes time to evolve and then you get the typical half burnt dry leaves, coal tar and medicinal notes. Hints of lemony notes with vanilla and some tropical ripened fruits much like guava...one can go on nosing this stuff.Palate: tropical fruits galore, sweet and syrupy, the smoke and peat return on palate. Do I get some perfumes? I am not sure...full bodied and it gives that satisfactory feeling of relishing a desert.Finish: typical smoky and peaty finish which is long.. long lasting. Classy dram...91 points."
6615,Port Ellen 1981,
6616,Port Ellen 1981  Casks of Distinction,"Fruity! beeswaxes, banana cream, elegant oily peat, ripe apple, a little farmy even!Mellow, lemon oil, crushed orange, pure fruits, banana cream.Medium, banana, creamy, dense damp peat."
6617,Port Ellen 39-year-old  Untold Stories,"DivineLet me start with the fact that this new Port Ellen will cost around 5.000 EUR, which is out of this world. You do get a fantastic packaging which is a metaphor for the spirit safe, which was first installed at Port Ellen. So you need two keys to get to the whisky, which is also a nod to the aforementioned apparatus. It is the oldest Port Ellen to date with its 39 years of maturation. Mind you, this is not a single cask, but a vatting of bourbon and refill sherry casks, bottled at a cask strength of 50.9%. Only 1.500 bottles worldwide are looking for a new owner with deep pockets. But is the whisky – which sounds and looks so legendary – also any good?Very lively and aromatic nose, in which the typical Port Ellen peat is very delicate and remains in the background, thus allowing all kinds of fruit to shine. Believe me, this is a complex fruit bomb on sultanas and mango, honey, tiger balm, melon, lime and mint. Surprisingly minty, in fact, making it seem much younger – which is to be seen as a compliment in this case.It is powerful on the palate, but very elegant at the same time. The peat smoke is now much more prominent and offers quite a bit of silt and smoke, while the fruit chooses lime as its leader. Midpalate it again becomes quite tropical and even a bit candy-like with coconut and Turkish Delight. But so very lively!The finish is deliciously long and represents a large part of the experience of this malt. It starts with sweet smoke and ends with a perfect little bitterness as if from a grape pith.Lively, elegant and complex. Those are the three keywords that linger in my brain. Add overpriced as a fourth, but that will not surprise anyone. It's a bit different than other PE’s I’ve tried, but that is most likely due to the fact that for this release only a limited number of casks was selected. I wish I could afford this, for it is truly sublime. In fact, it’s my 4th highest scoring whisky ever and the best Port Ellen ever for me (so far). Thank you, Arno – or more fitting: Honorable Mr Dobbels – for giving me this opportunity to taste!"
6618,Port Ellen 39-year-old  Untold Stories,"Excellent, complex and one of most reach whisky I ever tasted."
6619,Port Ellen 39-year-old  Untold Stories,.
6620,Port Ellen 39-year-old  Untold Stories,"Fantastic dram, delicious"
6621,Port Ellen 39-year-old  Untold Stories,"One of those keys was a key to my heart, probably the best thing that I have had so far, GOD TIER WHISKY. Period. WLW 2021Initially 24/23/24/23.5 94.5 lately decided to give it whole 95 whooping pointsSo integrated and elegant, linseed oil, camphor, sesame oil, malt, cassia bark, delicate smoke, allspice, damp wood, damp forest morning, pepper, plastic, grapefruit skinssweet gentle smoke, peat, chocolate, milk, cream, malt milk, milk powder, chocolate waffles, beeswax, bark, truffles, very lively yet elegant, later come fruitvery long and lingering, vanilla ice cream, key lime pie, and tears, oh that must be mine"
6622,Port Ellen 39-year-old  Untold Stories,"Spectacular Port EllenSimilliar to 2017 37yo edition but less dieselish and more flowerish.Incredible finish with sweet, dark fruity notes coming out of nowhere (meaning I did not find them in nose and palate)Tasted from the small sample."
6623,Port Ellen 39-year-old  Untold Stories,"Complex, fruity, peaty, oily. Masterpiece !!"
6624,Port Ellen 39-year-old  Untold Stories,"For an old cask strength PE I think the peat is quite subtle but the mix of flavours is nice, salt pepper, burnt rubber, burning wood its all there with a little kipper juice for good measure :)Powerful and it has a really nice grapefruit sweetness to it, very nice indeed and with a splash of water it really opens up, great balance , all the fruit, peat, cask influence, pepper, lemon,The finish has some nice spice on the tail remaining sweet.One of the best PE I have had and because its more refined than other PE OB it gets an extra point"
6625,Port Ellen 39-year-old  Untold Stories,very complex dream ... perfect
6626,Port Ellen 39-year-old  Untold Stories,An excellent port Ellen that I found more refined than the most recent official editions
6627,Port Ellen Port Ellen Maltings  25th Anniversary 1973 - 1998,"We purchased a bottle from auction recently and have had the pleasure of tasting this on its own and in tastings against other heavy hitters such as 66/ Caol Ila, 75' Garioch, 58 Talisker, 74' Ardbeg etc. This is very good whisky. Lots of complex nuanced notes here but they take time to access because the cask was very active. The reason this doesn't get a 90 is for that lack of balance. The overriding vanilla notes from the cask leave this whisky unbalanced and mask some of the lovely barley notes. But still a very good whisky, just not worth the current asking prices. Edit - after 18months being open this bottle whisky has improved immensely. A lof of the bright cask notes have faded and while the whisky is still quite sweet overall we are bumping up our score to 90 as from 87 as far more depth has appeared."
6628,Port Ellen Port Ellen Maltings  25th Anniversary 1973 - 1998,"Peat, some barbecue, fruit, seasalt, oyster, zest and some pepper. Perfect balance."
6629,Port Ellen Port Ellen Maltings  25th Anniversary 1973 - 1998,"https://www.kaypingers-whiskyblog.de/frontend/fullarticle.php?id=450 Colour: Corn yellow Nose: Soft lemon, vanilla, a little honey, maritime and quite straightforward. Salty aromas of sea air paired with gray hints of coal. The proportion of peat is not very pronounced here, so there is a lot of leeway for lime, avocado and vanilla. Overall creamy round and without prominent tips! You have to give this malt a lot of time here, because then the nose gets better and better - a fine, creamy, creamy yoghurt with a phenolic touch and a suitable, slightly woody tartness - great! Taste: Wow, powerful, extremely spicy and very salty. What a board! Lime, lemon, peat, hot asphalt, tar, burning campfires, lots of smoke and sweet accents of creamy honey combined in excellent harmony. Getting drier and fresher towards the finish. Everything you need for an outstanding PE - ingenious! Finish: Very long - still spicy, salty-hot and maritime! Still straight and getting a little bit tart. Mineral notes, brook stones and soft herbs in a diluted coal-peat brew with penetrating vanilla. All in all - TOP! 94 points N: 93P / G: 95P / F: 94P"
6630,Port Ellen Port Ellen Maltings  25th Anniversary 1973 - 1998,95+
6631,Port Ellen Port Ellen Maltings  25th Anniversary 1973 - 1998,"a stunning whisky, not just a rarity .on the nose, deliciously lemony and peaty, wild, beautifully bitter (liquorice), with a hint of salt on the tip of the tongue.notes of lemon marmalade.notes of grapefruits, tinned pineapples, candied lemons and added hints of blackcurrants.Superb"
6632,Port Ellen Port Ellen Maltings  25th Anniversary 1973 - 1998,"Body: Exceptionally  oily, creamy.Very medicinal but clean and firm.Smooth and deceptively restrained at first, then the tightly combined flavours emerge: bay leaves, parsley, peppercorns.Slowly unfolding. Salty,smoky, oaky. Very warming. A subtlety  and very complex."
6633,Port Ellen Port Ellen Maltings  25th Anniversary 1973 - 1998,"Despite being a legendary bottle released in 1999, it's almost impossible to find tasting notes of this anywhere. I'm happy to be the first to enter notes here. Drinking it next to Port Ellen 10th to mark the occasion. The nose has that creamy, tarry nuance that I find in good Port Ellen bottles, but it has an extra layer of intensity that's maritime and almost varnish-like. Big and burning. Mouth is sharp and chiseled with a massive amount of peat smoke, citrus rind, almost a mineral acidity. Develops with varnish and even numbs across the finish. Crazy! And really sharp flavors - ginger, cinnamon, horseradish. I think it's bigger and more interesting than the 10th, which is a splendid subtle whisky of its own. Adding a little water allows more nectarine, cream, and vanilla to come out. Palate is thick and juicy. Absurdly good, even better than the 10th."
6634,Rosebank 08-year-old  Single Malt,"sample from a friend                  OB from the 70sLight and fruity, and the floral notes one would expect, just well-defined and elegantly beautiful. This strikes me with the complementary layers - first, the light, sweet barley/malty quality. Close behind it is lemon zest in refined vanilla with some spring and summer flowers dropped in. Last, and with some time, red and sweet fruit emerges. Wild strawberries, raspberries, lingonberries, and maybe a peach as well. Really delightful.A little punchy, but not aggressive, very well balanced. Some honey notes, oak, vanilla, malt, the pith or more fleshy lemon. Very light smoke and an even smaller amount of coastal salt/sea-spray element.Not the longest lasting, and the red fruit quality comes out a little more from retrolfaction at the back of the throat. The palate and finish are nice and elegant, even if a smidge simpler than the nose. This is just beautiful stuff, and maybe benefits from some OBE. Really grand."
6635,Rosebank 08-year-old  Unblended Single Malt - The Distillers Agency LTD,
6636,Rosebank 12-year-old  Unblended Single Malt,
6637,Rosebank 12-year-old  Unblended Single Malt,
6638,Rosebank 12-year-old  Unblended Single Malt,"Tasted at Gathering 2018. Lovely Rosebank. One can only hope that the reincarnation will be close to this, even if those hopes are unrealistic due to the change in production methods and barley source."
6639,Rosebank 12-year-old  Unblended Single Malt,"with a little water, dark chocolate appears  Interesting and balanced Lowlander with beautiful green notes. But there is a lack of depth and complexity. Nevertheless, the reverence for the ""story in the glass"" remains.""green"", malty, grain, hay, honey, ginger, orange, vanilla, a bit mineral, caraway, pencil abrasion, light and yet complexHoney, ginger, vanilla, subtle woodrather short, light sweetness, caramel, only a little dry oak"
6640,Rosebank 12-year-old  Unblended Single Malt,
6641,Rosebank 12-year-old  Unblended Single Malt,
6642,Rosebank 12-year-old  Unblended Single Malt,
6643,Rosebank 12-year-old  Unblended Single Malt,"Honey and gingerbread scent, easy to drink and sweet. this ""old"" filling shows the true quality of Rosebank. Treat yourself to the evening. Calmly and quietly persuasive with vanilla bourbon notes, all with a soft and medium finish."
6644,Rosebank 12-year-old  Flora & Fauna,"Arguably the most famous expression of the Flora & Fauna range, Rosebank 12 has become a rare find. Fresh, delicate and complex, the aroma enchants with yellow fruits, blossom honey and subtle hints of chamomile. Red currants, kiwi and corn flakes emerge. Creamy, floral and slightly astringent at first, the taste is shifting towards barley sugar, honeydew melon and sour tangerines. Mint leaves, wood spices and a touch of white wine accompany the crisp and elegant finish. Time will tell if the 'new' Rosebank can live up to the quality of this iconic malt.RATING: 4.0/5.0 stars ≙ 88 pts → FIRST-CLASS"
6645,Rosebank 12-year-old  Flora & Fauna,"interesting whisky. Shy nose, aromatic taste and then pretty quickly gone. Actually one to drink and not to nose. But maybe the Rosebank used to be. Is not all made for us nerds. Definitely an experience.Caraway, bright fruit, only very subtle, rather a little fennel tea, a slight floral sweetness in the background, a little oak. Over time, it becomes sweeter, a light citrus freshness is added, the spices are in the background, the fruits are slightly more effective.very soft and oily, incredibly oily, a nice spice, some dusty oak notes. Great mouthfeel and in contrast to the shy nose a surprisingly powerful and full aroma.Tart oak, some fruit, but rather subtle."
6646,Rosebank 12-year-old  Flora & Fauna,"Light and simple triple distillation moths, dry enough, bitter-grassy, ​​generally do not cause rejection, despite the minimum strength, it has some depth and saturation, there is no feeling of emptiness and wateriness.Light, airy, flower-honey, lemon peel, lollipops, light oak notes, lemonade.Soft, oily, sweet spicy oak, crusts of oranges and grapefruit, cream, herbal bitterness, astringent oak notes.Continuation of taste, soft, sweet with bitter taste, herbs - wormwood, thyme, mint;"
6647,Rosebank 12-year-old  Flora & Fauna,
6648,Rosebank 12-year-old  Flora & Fauna,
6649,Rosebank 12-year-old  Flora & Fauna,Average there are clearly better ones
6650,Rosebank 12-year-old  Flora & Fauna,"Fresh fruit at first. Definitely green apples. Maybe some grass. Spices. Slightly spicy. Maybe some lemongrass. Maybe a hint of citrus.Fresh fruit. Green apples, maybe some citrus. There is a bit of bitterness, hard to define, maybe spicy. Sweetness, sourness and bitterness mingle. A slight tartness.A bit of bitterness and spice at the beginning. Warms up slightly. Fresh fruit, but not green anymore. A bit of dust, bitterness. Something towards coffee or cocoa. Long finish. At the next time, dessert chocolate."
6651,Rosebank 12-year-old  Flora & Fauna,"Not exactly the very clean and crisp style of Rosebank I like most, but not totally undrinkable either.A bit light, compulsory rose water, citrus freshness, flowers, a bit of fruity sweetness.More powerful than the nose, a bit fruity, a bit spicy, a bit of pepper, malt, apricots.Citrus, plum skins, a bit of malt, fresh, but a bit dry."
6652,Rosebank 12-year-old  Flora & Fauna,"Fanta, vanilla extract, mango, hay, tulip and apricotsLemon sorbet, liquorice and nutmegLemon grass, peppermint and orange marmalade"
6653,Rosebank 12-year-old  Flora & Fauna,An extremely beautiful and elegant nose. Smells like fresh grass and flowers as you walk down a riverbank on a midsummer's day. Palate is quite soft and oily. Oak spice is prominent. Finish contains fruit and is subtle and moderate.
6654,Rosebank 15-year-old  Unblended Single Malt,
6655,Rosebank 15-year-old  Unblended Single Malt,"too little interplay in the finish to be a real blastoily, yellow, floral, phenol, sweet fruity flower, floral fragrance oil in leather bag, very light cucumber water note (herbs) in the background, fleshy yellow green fruit, very distinctive nose, like precious perfumevery pleasant onset, on the tongue smoke, rosewood, sweetness, white pepper, a little oily, floral, water, star fruit, menthol, and again this sugar acuteness, the Aparte and the fine notes are in the sharpness, unfortunately, a little underlong, barrel notes, initially dry and a lot of cask on the palate, then the pomegranate juice flows ..."
6656,Rosebank 15-year-old  Unblended Single Malt,"A great bottling, very excited about the bank away, the nose is very crazy in the change, the mouth and finish hewing fully in!Sweet and sour notes, has almost something meaty, grapefruit, lemon, green apple, but everything mixed without being properly separated, sweet spicy wood, spices, terpenting a little and sawdust, after 5 minutes in the glass suddenly great turn, beautiful floral scent , almost like a perfumeBeautifully full, gentle white pepper, then yellow fruits everywhere, lychee, peach, apricot, honeydew melon, quince, linen sacks, creamy sweetness and in addition the fine spicyness of oak and peppery notes, rather pale maltBeautiful heather, some woodruff with lychee and peach, toffee and full of herbal honey, yummy, long"
6657,Rosebank 15-year-old  Unblended Single Malt,"This bottle was sold 320,00€ on The Whisky Auction Society (WAS) in March 2017"
6658,Rosebank 15-year-old  Unblended Single Malt,
6659,Rosebank 15-year-old  Unblended Single Malt,"No rose nor bank, a very austere nose with herbs, citrus fruits, a touch of earthy smell, no a lot going on here. Some iodine.Smooth, lemon custard, quite balanced, probably mellowed down by the bottle ageing. Some farmy mints.Long, bitter lemon, very malty, maybe some peat?"
6660,Rosebank 15-year-old  Unblended Single Malt,"Tasted at old and rare 2020. Citrusy and herbal, some toffee notes, another beautiful zénith bottling."
6661,Rosebank 15-year-old  Unblended Single Malt,"A very rare official bottling of Rosebank, this high-strength 15yo dates from the 1980s (when the distillery was still open) and has a wonderful old-fashioned steely austerity uncharacteristic for such a relatively easy-going spirit. Water reveals a bitter lemon adn other tangy citrus notes. A classic of this `pure` style.TWE"
6662,Rosebank 15-year-old  Unblended Single Malt,
6663,Rosebank 15-year-old  Unblended Single Malt,
6664,Rosebank 15-year-old  Unblended Single Malt,
6665,Rosebank 1979  Rare Malts Selection,@Allandale. Sounds verbatim Michael Jackson. Genius!
6666,Rosebank 1979  Rare Malts Selection,"Body; Silky. Sensuous.Shamelessly  aromatic. Potpourri,camomile. Very flowery.Delicious, lively  flavours. Clover, lavender, fennel.Very long. Pulsating with sweet and hot flavours. Starts sweet, developing a rounded  dryness."
6667,Rosebank 1979  Rare Malts Selection,"Colour: Honey-gold, beautiful legsNose: hefty alcohol boost with its ABV 60.2% (cask strength), but then all kinds of flowery notes. Meadow, sweet notesInitial taste: Remarkably dry, grassy-floral notes. With a bit of water it boosts its floral notesBody: As good as it gets. Very, very smooth. Superb balanceFinish: lingers on forever. really specialPrice: I guess Rosebanks come at a premium given the fact that the DIAGEO distillery is closed. but if you are prepared to spend big bucks you do get a treat for it with this RosebankPresentation: nothing special"
6668,Rosebank 1979  Rare Malts Selection,"[April, 2017]  This sample is courtesy of Oldpultnie, so this toast is to you, dear friend!  Slainte!One of the best Rosebank I had so far, I like it better when neat...Oh, it has a surprisingly fresh profile in the nose. Very sweet on bourbon vanilla and manuka honey flavours complemented by a nice summer floral profile. Hints of salt too, very unusual in a Rosebank.Wow, the body offers a lot of layers and rolls in nice waves over your taste buds. Very complex and nicely balanced with all the floral, malty, wooden and spicy flavours. It is a little bit drying (cold ashes) but this is rather enjoyable as an additional impression.The arrival on the palate is sweet and peppery but despite the 60.3% abv not hot at all. The finish is of medium length and keeps this delicious profile. With water added the nose gets smoother and even more complex. As does the body, but the profile flattens somehow and a stronger camphory flavour pops up that spoils the perfect harmony. So be careful with water, some drops will do the job for the nose without harming the body."
6669,Rosebank 1979  Rare Malts Selection,"Wow. Nice. Totally intense and complex, with a very long finish. Great old malt.Linseed oil and a lot of vanilla, rape honey, daisies, clover, lemons, tangerines, pears, old books, a hint of smoke (?), Beeswax, paraffin and wet stones in the sun, drying sailspunchy, intense, spicy, light-fruited; Ginger, coffee, tangerine, slightly salty, waxy, buttery, candied pear, candied papaya, candied ginger, light honey, a lot, a lot of vanilla, stomach bread, dandelion jelly, lemon meringue, linseed oillaaang, peppery-oily, sweet-spicy, dandelion and endive, coffee, candied lemon, vanilla, vanilla, vanilla"
6670,Rosebank 1979  Rare Malts Selection,"Class mix of power, lowland notes and very own runaway moments, you could drink a whole evening and discover something new.Cotton candy, light honey, mortadella and sweet bacon, chalk, flowers, very exciting and slightly crazy Lowlander nose, fennel, white and green tea, almonds, marzipan and pear, fresh grasses and a hint of eucalyptusHoooooonig everywhere, wow, lychee, physalis, juicy pear, brown sugar, bacon, chalk, wax, butter, cream, flowers, marzipan, white tea, candied ginger, a touch of salt, marshmallows, banana, papaya, pineapple sweets, hint of incense sticksVery long, honey, ginger, the tea notes continue, nice sweet with rhubarb and vanilla ice cream"
6671,Rosebank 1979  Rare Malts Selection,"Honey and vanilla are the first impressions! With plenty of vanilla! But you can also feel the alcohol of over 60 turns. In addition to menthol, flower meadow and old cardboard box. Honeydew melon and mirabelle plums. But ü60 I find too violent, even a little bit of water! Better! Now I also have sweet madarines, malt and a nice spiciness, pimento and a touch of cinnamon.Strong start, candied ginger, honey, vanilla, chili, light fruity, cool part, but I would not be worth the current price.Butter cookies, tangerine, caramel, malty, a little coffeewarming and spicy, a chili-catch worthy of a talisker, with caramel and malt. Wow, minutes remain a pleasant sharpness associated with malt and coffee."
6672,Rosebank 1979  Rare Malts Selection,"A fruity malt at second glance with the classic charm of the 70s - light peat and retro style in high qualityvery floral - spicy flowers such as gerbera, geranium, forsythia, eucalyptus, mint, chamomile, freshly cut privet hedges, vanilla, well-developed, subtle smoke, slightly dusty, slightly mineral, crystalline yellow fruitsvery clean yellow fruit notes, clearly degraded peat, liquorice, lemon, very nice notes of old dry wood, wood dust, ground leather - lively, pulsating, brilliantBoards, oak cabinet wall, sage, celery, green tree bark, tree sap - warm - long and spicy - with fruity brilliance"
6673,Rosebank 1979  Rare Malts Selection,"Like most rare malts, they are much more intellectual than hedonistic.  Great exciting nose, pure in the mouth and finish not completely convincing. If you give it water, it also sets in the mouth clearly (also a sign of all previously tried Rare Malts) and is really nice.  Even on the empty glass you can sniff forever ...Enormously fresh, pure and crisp - animating. Lemons, thyme, coniferous forest. Linseed oil, peach, some apricot. Mineral undertones, some undergrowth.  Beautifully deep, very elegant, constantly changing.  With water: more coniferous forest and minerality, the lemon becomes tangerine, vanilla, even a few rose petals. Then the lemon is back.  Very complex.Starts oily and sparkling. Dense, full power, white pepper and enormously intense. Mineral notes, wax, linseed oil. Apricot jam, mango, thyme, rose essence.  With water: rounder, fuller, more accessible; Thyme, roses, pears, apricot mango chutney.Malty, oak, wax, linseed oil, medium-long, dry.  With water: Clearly rose petals, fragrant-flowery, pears, apricots, mineral."
6674,Rosebank 1979  Rare Malts Selection,"I'm not a big fan of the lowland region but make a big exception for this one. A very good whisky and completely different than other lowland whiskies I tried before.The legs in the glass come down very slowly. After the first shock of alcohol there is bourbon vanilla sliding down to a mild sweet honey. Ashes but no smoke. Pleasant experience.  First of all a chili pepper heat, especially on the lips.Light texture. Lots of flavour. Sea spray, floral, honey, citrus hanging around mixed with wood. Very complex but nothing sticks out.Long finish, still hot in the throat. Very dry after a few minutes. "
6675,Rosebank 1979  Rare Malts Selection,"Very special, the eucalyptus note in the nose is already extreme, and you have to get involved in the robustness. It took me awhile to get used to this log cabin dweller with clay hearth and original way of life. One thing is certain: he is unique, not goodLemon ripened with some water, clay and pronounced eucalyptus oil, as well as linseed oil varnish, later grapefruit and roasted sunflower seeds and a touch of soot from an old, decommissioned stovepipe. Overall very strong and H²O is definitely helpful!Long, with sour fruit compote, slightly fermented hay and the earthy-clayey note comes through stronger, while remaining pleasantly mouthwashing.Long, with sour fruit compote, slightly fermented hay and the earthy-clayey note comes through stronger, while remaining pleasantly mouthwashing."
6676,Rosebank 1979  Rare Malts Selection,"Body: firm. Very smooth.Fresh, flowery, clean, vegetal. Belgian endive. Moving  towards old books.Grassy. Dock leaves. Dandelion.( needs water) Peaty notes..Intensely dry and herbal."
6677,Rosebank 1979  Rare Malts Selection,
6678,Rosebank 1981  Flora & Fauna - Cask Strength,"Generally speaking, due to reasons not known to the public, the high score of Serge is unbelievable, but if a certain big guy thinks that a good wine gives a low score, it is still inferior in terms of my limited drinking experience. It has been fulfilled every time (and once again whip the corpse down to a certain single bucket of Donat). Personally enter the Rosebank by relying on the 43% 12yo, which is the best among the little flowers and birds. It is enough to recall the blue sky of the love season, but many better-configured OB barrel works are hard to find those complicated and detailed. The fragrance of flowers and fruits is not good enough, but which closed and unsettled winery can’t put this taste in bourbon barrels?Freshly mowed lawn, lowland version of bourbon bucket cloud top, solid oil, sea salt cheese, accompanied by enchanting floral and fruity flavors, cornflower, strawberry milkshake smoothie, sweet and greasy, feminine fragranceSea salt flavored bourbon barrel, big bubble gum, citrus fruit peel oil, sweet and bitter mint leaves, grass flavor, white wooden board. Strong, good fat, high sweetness, no acid, no astringency, slightly bitter, no spicy, no alcohol.Longer, juice mixed with water, salt and pepper ginkgo, oak."
6679,Rosebank 1981  Flora & Fauna - Cask Strength,"Body: spot and caressing.Seductively aromatic. Clover. Camomile. Dry.Creamy, lemony, flowery. Buttercups? Potpourri.Fragrant, faintly smoky."
